cust_num,date,inc_amt_usd
JkWhY3KWNPqfCJA45eKcA9LqG3hgW04LjuHYkWMQXb0=,2024-01-25,156.33
KHmSE2i9D3Dn4EBcy5tHFq0XlI9kpmRG/LMr/wMfY84=,2024-01-25,72.5
atlHf3dm4RVb7D9y0qLK2+SCnfIWQ295wNcZdxPJonM=,2024-01-25,64.64
bhySHdskk5JRwV8sxt+etTNLcNTzQTFH1BDzNQU+8Mc=,2024-01-25,272.62
XlcDS7QmFBcKWJpIf8ItfT1SLSKlFyPLHOtfWIFWw7c=,2024-01-25,309.53
NvKuhkdeecsqE0NE/jK5JwcsYlmZHEIBstf63GwAY8U=,2024-01-25,8.48
IVRG6J/CleTs45UFwYANNajoLIkQk2m7ImubSggBcZo=,2024-01-25,90.34
Gh7EIHlhkzMYO8enOsZCv6LU5+kHvVbf6WdPQbkfbZ4=,2024-01-25,78.92
QuRsp8wvfHUtvGzmLAIkjx3W4oCnYIvcKEc2WwbDRsY=,2024-01-25,286.43
UDvPYHtEeCzf4aCm85LKJz11qnD7R46kdYah+1h8/P0=,2024-01-25,176.45
jI0XqspqUFse3Umon5roy/1w/CIJ8wYE6U3vErk6aww=,2024-01-25,46.19
psCp5VCdYvtai30/qRn2aIiSm+258Kedv+kvHkOmVTs=,2024-01-25,102.77
RIaqFXO4mTagleHg6mTCqqShs7TeFR0Xy7wrVEPF9N8=,2024-01-25,99.25
CYmtBLxNajn4TeB0eNCketSd9EesVRuBnA5Aj3leGb0=,2024-01-25,55.78
bvL65EESkDl1jZ2a4OzMbsNQpVfAjkXCRKS0xW6XHpI=,2024-01-25,136.16
Ale/xzCAzzOCen3w65PR3zCcO72g58h1WAh/R6MzltA=,2024-01-25,49.89
wd8oPI+sTGv/e473PoAZtm/N44JC7OyV/gGrXsJk0lk=,2024-01-25,102.27
oaJKUH8DcudEGKJ+SmUgAp2T1UyVJ/c2dTA7ivus/DE=,2024-01-25,52.43
sFd78ucV2eEZ5kpBYLZfCbwu/thqi0xyjiZ8tfDZ+UM=,2024-01-25,68.28
9ZzH1helvN4MUBxb2IB+Wan5+DaH0io9ZSE1yA2mx68=,2024-01-25,159.67
AorfBu6KrSJjOcH5TC9e6wGi6xF1bu6navAmBO3oZ/g=,2024-01-25,95.02
KmKN8KTygsVM/H9jrALX0wOFXYYSd3Hpb1zYnpVLkxI=,2024-01-25,124.83
eD3Im5hs3p88gAeyT8aTe/tDt47o6hv8csi6F/00s3Q=,2023-05-15,16.34
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2023-05-15,71.5
2E7TYWAkpffsN4dUzhR5QgGhQDk6nuDpiF/+PlPlhAg=,2023-05-15,25.69
zPWGpy5CNCgcR//94Vof7/nXODJ3mBpkcxRVBTBL6JQ=,2023-05-15,52.16
L8tbxIUDTUrtyz1yhdllA3iJSbydH4AIdl9G+rCd/hE=,2023-05-15,76.67
XjKdvsEin66xvw6l5PCQiuVVZBRvyyEm8Sbk3LAO/sg=,2023-05-15,104.72
fqqGmDLMzRgHUjbqODsHb0KHFYqU8okJjcwW21cSu4A=,2023-05-15,35.14
H8IrIe8r2X8DmcZMcpfQk2HGeENehleNdVKHkTVrAnw=,2023-05-15,229.13
o6dVwZCSIjUKiNd+pQ5a4G+1/Qys/RQ4/t2lpIYc3EY=,2023-05-15,48.57
pI1qZA1LwoB0zM50n5MYv54N+yi0Jjbn+NF4u/71M+U=,2023-05-15,252.53
ua45auNlczmZ3DZ3nF3TrR85bpz9xrT9IcI3s78HnoQ=,2023-05-15,2.12
jP3DKhroWfEeZeQjliSoQ39AJaFsKUTffIrfB2dbnCk=,2023-05-15,9.11
1KhXiP11mo0G4CSz2GKuxCfOnYziut2ZIKWLuxyPesY=,2023-05-15,57.19
jR0BYXWgth1Q2IsYtTWlnKqQwD1m4G+QlG6l58zZ+p8=,2023-05-15,39.35
w1+cdon9q0v3kijSkuPyHfilMfQGD4xZF01NsctNBbE=,2023-05-15,48.15
0hmqUwtnsoRbfr0YqrNbHsMHO1OkfucY22vReo0XJdI=,2023-05-15,233.88
VPnULGIY9KU8HOSkulWBxkazzvI4vBsX16v67L/UQtc=,2023-05-15,86.75
PWbZjtyqjaIrYGquitIzPzfcnbqWtI3gci5sKfSK5M8=,2023-05-15,5.32
yIJcOOcH0HAZp6v1ASkQHAJHPIWOcEg/OWAJNCBum4A=,2023-05-15,463.41
UbOX+hEguaJqQBFggNCe2HrJqU6vj07Tm02rVEVzrWk=,2023-05-15,10.54
4qrlbva6UGChXJ/+YLcFAXHBk9RcAjxKKTUj0ujGA6o=,2023-05-15,61.59
jx59xWd8YV9Kogy/VWbsUoiaLtAoZSExxP/0YdYdM5w=,2023-05-15,112.23
HF7vFFUylR/tvLsy6BvgZcCvhbhfUanwT592cbCGB6Q=,2023-05-15,88.35
S1EvrJsKLU9BPb4cmqQgCqRJQUOhbpyutwMEkYk2Jjs=,2023-05-15,81.06
Vv4ky9eFytbMMVb3vOWgvPlS0DBYFUOkIlhnRlI6los=,2023-05-15,84.8
/FKPmuEc1fEgghfm2YceGlS17bE63tiJXu9mhFYPe7M=,2023-05-15,93.41
IvU+PK0WUTn8cLRmYr/RXWHELkNHm5Mehn6lVJE/Q+Q=,2023-05-15,19.9
AorfBu6KrSJjOcH5TC9e6wGi6xF1bu6navAmBO3oZ/g=,2023-05-15,102.93
ywQlJJ768M3db/WufVFGPh44kaMf4rrEfzyg1z5Sys0=,2023-05-15,94.89
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2023-05-15,172.45
Y5E0FF+cjqho8f0oenCQYRV4bjERX0FMxLzIf6+yanw=,2023-05-15,166.65
I+6FdMHY9iUt6VZP16jUN2uTnRL1V+UQESOGYuX5+2s=,2023-05-15,44.73
fONcbZLoeXvbHuqXGhVLevXiaH2SpmcrTF7v2DezoSA=,2023-05-15,59.33
M4pIfGiK08DhFy+q40NLBlgBsOiJ/u3hnUcjjI3B/d8=,2023-05-15,496.21
zisx/A16+rhdUKyNWnttkHOGSoLEPihphcr8pPAMzt0=,2023-05-15,102.78
i3jiehRjwg/GX7OH4kEcmXFdyTcAeKbifDOi8rl2Ilk=,2023-05-15,75.63
x2bgX9wBgAhtYMF7IiDnfOEHbrLWgk4N3U5Ci/k+oAM=,2023-05-15,86.63
YxhDhPOqTnEa+zP6BBsa3QU2QmEyADTanWtSn24klOM=,2023-05-15,183.21
6MwsH3eSE6F1OjG6l8eHkWygnzc854679QNBCYExx+M=,2023-05-15,183.56
TB9Fj62Q+Yuh57OzBAUib/Vzw+GuRa0P6HE053AnY6I=,2023-05-15,35.91
FXQZeBJDv96TcQmMmNTdC0UuAs47/iglaMsYJZPua00=,2023-05-15,31.82
45f8Nh93KmOpYDvgkrp9ArXCp/7grS2e7LNfoIRe7hQ=,2023-05-15,55.43
x6euXbZPH4dfq7UzwCJLIYPuYDL25RqMIMZHcglgGnQ=,2023-05-15,92.47
TPuUl93lHtL4oiBC2E4snt+1WMMs21Z8ByLS1DKrt54=,2023-05-15,10.09
dBEPmW5C1++EyoKhpNGpBkuH+IHLlIq/wuJCKhRQ6Q4=,2023-05-15,39.13
2KIO9qpWsQWd2B0mJJhwm8iztt31lPSM4IHy4GXH0IA=,2023-05-15,59.33
lzYZUWjkkzxWxFCTL3E6o4krbYcflU5ix6k4eQpwsPw=,2023-05-15,28.9
ntsplKlEE2Y/nit4JOcs1mWbHznkCkaB+OBmZC7qD1o=,2023-05-15,242.8
1K71iLD8PNfgEaUKvX0dkpHmQu6fVbtI5ukXoJb+RE0=,2023-05-15,63.36
iYVyt2bxPRYDuVOf2RKY77MFEBZlMVCyh0mcmWGj5Ws=,2023-05-15,19.42
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2023-05-15,88.95
Gz1ZVpdah23lh6FkmToQcHUbW0hqweu+GbiLBeOU/+g=,2023-05-15,64.91
73F1/QsLwyVVI9GQPYqwhOalK+HCfromV7JeRyoBIcs=,2023-05-15,72.49
yl3zzNMN7zcdhsFoQ7cAzxCI9afU5WuEE8yq9tl9c1w=,2023-05-15,47.57
alkd4b5wLji4hXpgqN6duXt8zeHSLjgm63OfoMPNh0g=,2024-01-26,75.13
eyL0YdkwRo/xQ1agXa5HQD3hJQUh2SgSxuthIWYQYC4=,2024-01-26,95.72
DKGw49RT34+Rvx63QfRvQacCQS3/3LIw0EejZIdHt04=,2024-01-26,53.11
u+wD+86bV3qTs62fIr18bFeo0gYqcuwjvlS2WkOKnOY=,2024-01-26,118.57
DL8qdzu5E1cNqiIytl5ipHwlWTI1SFWvbRwPdwO7cQQ=,2024-01-26,84.5
oD2GJOiQEIKzoWdG08sOvdmZ5lTICuXx0JGbZB9kYpE=,2024-01-26,106.2
zisx/A16+rhdUKyNWnttkHOGSoLEPihphcr8pPAMzt0=,2024-01-26,116.88
cyf12ZlPpBpp67SOD/95sMTS3pn6aR8JkRzIHZ2YcLI=,2024-01-26,179.15
7CBum9BE3btUfetHbtUVaeWOE5R+RamKWqr54O2JM6Q=,2024-01-26,99.8
gYNaZthnoHYenisL/avYdci4DZ8or5FZqvjuPBbcJuU=,2024-01-26,407.16
BpTfnAhkbzHpjdCLEZYqpdBIoDrKAtv4CV5QePK9Ias=,2024-01-26,299.86
jR0BYXWgth1Q2IsYtTWlnKqQwD1m4G+QlG6l58zZ+p8=,2024-01-26,143.81
xg+CWYs4w/sFKbtmB81uVwQYOu+7W7W6wH3Yyi9asGg=,2024-01-26,165.7
+EVEIOmOJwqlh3h0uaZDa/wIEc8tIqwTBKF2Sg2Pxt4=,2024-01-26,163.27
8ZKVUregp4Av/e0TvveRJ0zsj+PHyu5qJBQPdKL7uVA=,2024-01-26,145.94
2Vx+gA7MjOY3+A61gSG2FEP2nJNM9zovEiYGsuIPKxQ=,2024-01-26,496.67
sXjdYYOV7MHP3MZYGDwmAjAO1o1tvUHqOMJFeZs4h9E=,2024-01-26,26.35
JOb6UZ/T5VQBz0iqLgT7tJE/1x6sHrwK3ZpPg0yy2LE=,2024-01-26,63.17
hS1NGAKI5QuSiWlnwzfRwQNXbPMFrOtRs1CcpcWYpZE=,2024-01-26,260.66
M3tHqPJJvG1+dZkVvzJl16kgDwtGS4XPUUvhalTs2zs=,2024-01-26,250.52
dTa88dA9uF6uTdty6kFSKTOQ7l+pJVQV4b9Cq3xGF4I=,2024-01-26,61.72
y1d4HAo0iQNjK9MhB29vqwkp2VRc9SLubB0nU9TdDu8=,2024-01-26,17.98
L8tbxIUDTUrtyz1yhdllA3iJSbydH4AIdl9G+rCd/hE=,2024-01-26,44.97
mctUOl4jGByfxEhjvg16uJc2mzVHgTkBNvJ6N+Z7iP4=,2024-01-26,91.36
YaPzw4NOtQYDa/LTDXLtD1IGYRU/1lfoibn25plruto=,2024-01-26,26.82
UGYIuRRO3jvYpDLQt6vYh6IH68weRwXpKrecwLbb7/E=,2024-01-26,102.6
OO/j6AwSTuPho0H+yPb+IuaeKp6Z9TstlK7CCKVtc+g=,2024-01-26,191.49
7h1wVfHMkIH+QmMyuhCND0yRJ6Me7cWJ1aVk9bdXcmY=,2024-01-26,348.36
wMpfVpuj2BxLlcM/bC4nokVKhuJvEHDhsrJivLaxDMw=,2024-01-26,54.47
s5fzilPDCHB5SAGNM9fkSDzVn8LLsDoRJzM3s/SCCrg=,2024-01-26,16.47
moGdPNpoGcXmU6pdRZa85mdVhKSjGNvgo5vxbNJ2uB0=,2024-01-26,187.76
FjqPS8Ru/g9dOz5moI5xKXCDJ1ydfDoIFhaY0nCU89E=,2024-01-26,82.5
RU4zo6p/4EUX840OqDw4fcG1n0epc3z/uJqCQ+wEYxk=,2024-01-26,136.46
1OlesTxBxZVg3RUce5eudZ2oZ6mkgrBMlHXur2MXy1E=,2024-01-26,117.7
T0sYPd46pzlqPbwfX5VDogWAy5pFdQ0F1DhxJzDb41g=,2024-01-26,272.6
c48WRfTyZr290Xu3AOURODhPZQTv0advic14b+HjO3g=,2024-01-26,117.18
0F7YXwSIe1CtRZh/EuEPY5++x5QTWvRp0YXv4Gr4Fg0=,2024-01-26,161.2
Ep44vz1qHIaULxWSvdcEjNHk25bMIOQMipKTA6JUnTs=,2024-01-26,92.12
Qri7xNVmOgmHu+l3K3mu8PgP7jbYXCESz3vMfcM0MIo=,2024-01-26,10.98
YC5PTWwnLkbkzpq6Z2u+hRVY0EtIub7LQWQLCNd5rdM=,2024-01-26,17.34
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2024-01-26,42.61
Y95FE9+OtB+S3KWSxUjixftLT+wIj+Ybu96jLLJClBA=,2024-01-26,111.85
79gzfZ5GEcfO1gWotyarlGw+1ixTBc6ZRxFQnLQG1E0=,2024-01-26,28.56
TEl4xA3lGs2OVrvtwo1oKFctRMFnEJnW4KBoubLv7Ug=,2024-01-26,324.95
0qnUozWLPjLCHvwzNwZFA4RHWxLBa6fRq/tDYr2sfR0=,2024-01-26,54.6
BcJGLohy5XjUnqkdnnGKVXOCOdY3DZoS1QWu82SgWQI=,2024-01-26,153.08
s5Dg0Cb4bTbQNzs7dNBtZMrr3YJy+wRoGAjtWKHY1gc=,2024-01-26,43.82
t6oT56i2LoWYRyw7+0iGN93zicGYwzMPIt9VwkZlcfg=,2024-01-26,373.07
73F1/QsLwyVVI9GQPYqwhOalK+HCfromV7JeRyoBIcs=,2024-01-26,108.71
QVJTYtYTv8SYPWCdsUG+lWWFRa52kJrI/GLTOYh/EEY=,2024-01-26,29.55
qzNxwzCIp7lyDFkg5l0awryQU3lDyDlEqJJLPifAUeA=,2024-01-26,82.07
QuRsp8wvfHUtvGzmLAIkjx3W4oCnYIvcKEc2WwbDRsY=,2024-01-26,169.04
I8+ZmjsMNkEa3aDsbYW0bN+jTroq2uZR8C97Td8rPsg=,2024-01-26,220.23
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2024-01-26,111.76
JIoM4Af7tKaKbvqEeo/F96YxVkyH/T7eHNBjscV+JMI=,2024-01-26,47.27
0fmfAuyHgn57Uj6VJ3gG+MzGAWe1n3XRhr5ubumZi8s=,2024-01-26,79.46
nAss9ZUxZIXn5goya+mGW/WnjPd2wXRom4yWh3aOHk8=,2024-01-26,410.87
s4B0RtkjM9H6xYxnpMM+kuX6ARGTaxs3MIifYjpC2Ps=,2024-01-26,34.11
rIPMbTUk4UF0rnvVu9NZMQ0Dh7N8Okp4E/nTIUcQ7Ew=,2024-01-26,191.43
dBEPmW5C1++EyoKhpNGpBkuH+IHLlIq/wuJCKhRQ6Q4=,2024-01-26,32.03
aCU3LYzjSz3e79pvSMn8cxlh6qwI/bT67+jQ2bn5POw=,2024-01-26,96.71
jnAmvyMV5y5KsIJ+TyiuEg3q9hV/SiqYe/CvOymti+I=,2024-01-26,9.83
MQL54rYZKKqZkIsi60FZPjI7sW/8yiTZhN2HDGrkma0=,2024-01-26,45.42
gwtZSLw07atnb8Oxs8ScGrRIhJjtce5pYseq4ux/eow=,2024-01-26,326.61
MBK4VKGVWP9yd663ZgbCSGkPWURD4a9jJybX6PGhyvk=,2024-01-26,39.61
7NqTXCmsbBwhNqaLlYESktrzBclQmWVRJzG2Hu79gok=,2024-01-26,156.4
K2XtGNAGoufA/ZaaehedzbxUYr/Gqnl7kdfOGYAgDvc=,2024-01-26,93.33
+PJWwa9pEItrIUDursymM2ybHx2IOiHJh8KRlen4zp0=,2024-01-26,34.5
yllpJwLX7PC4eEJB3GdLsEELoM5BvNJj5yfExxj8R/s=,2024-01-26,255.46
xgGRTjyB/0h833BUhPvUMj4dm/5IFstvSF6ZmYzE3e0=,2024-01-26,61.72
3uPnqLizLZjCREIdGw/fC4UdsP8zECLhjFjKZRo1ZCc=,2024-01-26,105.82
cuWng7s6/RQxUeGfUiDCKZ2WSEZblYRvbJF1JHFAK+k=,2024-01-26,126.75
fqqGmDLMzRgHUjbqODsHb0KHFYqU8okJjcwW21cSu4A=,2024-01-26,347.05
ifBDeNiEA5ZRyXctu7lZUcbSSBSkJqjwQXI2m4PGMe8=,2024-01-26,158.38
0zrw+qFzuYD/mk0472SskS0OFm2iQs7AtBJoYIrw4+4=,2024-01-26,93.29
Uz++byLJ03lHIHSmufVHdIahshM0htw0BBFihcQ++6w=,2024-01-26,222.61
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2024-01-26,59.76
42cLdOM/X+04svL0EKg0wE3LLvREDkd+F5teB+R5t/M=,2024-01-26,81.76
k63eS3qvE6b/OBHRRtcmmDrLCWIWlEykkR5hzPXIloI=,2024-01-26,97.7
zPWGpy5CNCgcR//94Vof7/nXODJ3mBpkcxRVBTBL6JQ=,2024-01-26,50.77
Yx7eFwngtkvoIRpIbkgEjHdgf/eXmKEISWMJn8MlHRA=,2024-01-26,410.1
TUALIeIPJec948HYgdRMg9mEsC6Wn6k40m80O3DTLSU=,2024-01-26,99.1
1Bg9kLW9fXYcgtP5mWC6G1cQBTEVlZ7G8qQqaKyrdMg=,2024-01-26,139.18
sck1XFlfdFv43SnR0pP8y1mDAFzpJHk4Sw4SyJ4ehGg=,2024-01-26,41.25
Cu3v3yzqo1XTg3ylL6Ud6gEtowGRTkPpxFG5p88tIyI=,2024-01-26,65.78
bwd8rfjsTUDMXbdV18rM+bvgSZ1DfktmR2fZ5KkvLIU=,2024-01-26,104.82
x6euXbZPH4dfq7UzwCJLIYPuYDL25RqMIMZHcglgGnQ=,2024-01-26,112.67
eDEfUG8HxY+qcfsE3Ss7X/qKH4c6OmTWopHNh6stoq8=,2024-01-26,50.83
XMxVZBf4Jo/ehpEtr49EAETWHg4JV6D0m0A49WDVSPU=,2023-05-16,121.41
/5qcPodihC3i/Vtn9EKkPTWDG/18mrb37LWzgis2kWU=,2023-05-16,93.57
0AW6ArE1j/l+5SLZogu422MI6zzZFbW+QOswZs/zck0=,2023-05-16,9.04
OmZsbXzpLYtoMuNC79cXMZAnx0aKhim3coYrGvA3Hrs=,2023-05-16,42.45
VsTSIqpvwC6CrFveV3rBBOQjuh5jlLZi/aS/YnKIumQ=,2023-05-16,78.38
zPWGpy5CNCgcR//94Vof7/nXODJ3mBpkcxRVBTBL6JQ=,2023-05-16,43.54
uaqJQWbAXtwRFsqzJOHz5pDNJUsRCoWFaWRMzBaxE6U=,2023-05-16,158.98
6MwsH3eSE6F1OjG6l8eHkWygnzc854679QNBCYExx+M=,2023-05-16,66.85
RQINo38lyO2SsmLE2GLz5OiZ3JzwhgNYZCLA5XX/VZw=,2023-05-16,50.74
1Jj3/7yf+gcnq1eX8wGrSUZLlX1ux6LBbOUZn0VFhdw=,2023-05-16,129.04
hm0sBGSXHgMo++XkUCreAcFPne+r/MEIfEQZoXec+l0=,2023-05-16,249.44
62EaEzUzPy0Cmdjj5Cd+Evc8hX+0i8McSZdRFRv4UZs=,2023-05-16,79.65
BEuJVooWy+hEo6LGIKC1Atjvu6rFgviZcMX73LYs1Wo=,2023-05-16,233.18
CjG+cM0VS3ifUumSqYFt+474x2EArsNltvZUnqlJr9A=,2023-05-16,225.51
1dgFqyNjFH5N0a2rmcSUN4m4KXWqiwtW3gKad2kUm8w=,2023-05-16,77.91
w1+cdon9q0v3kijSkuPyHfilMfQGD4xZF01NsctNBbE=,2023-05-16,39.52
PVWowfDcobUSxjwhnFGeAwMexm7kJIzHO4K3e5mT5gg=,2023-05-16,20.07
+df/fxnjbBkGNhtj9k6bHJnHheFVZ4pwFv1yVtMwflg=,2023-05-16,71.98
JdeWmJ5BwwYHpKqU+nCXbyCt/dT83zCJ9+zrspQ0d3k=,2023-05-16,354.51
gCyfNscoHqKsJQU4B1M4rweO5YjI2bz3nPIgbTTGgso=,2023-05-16,67.03
8oHYVNXYVASYh75efWuofWK6D6XOoKJIoXRbBQ6ZeaQ=,2023-05-16,84.38
t38uXx++h3DBR5N5a3STWNvRgybWlxfpdef7isF+OpA=,2023-05-16,47.79
QU4z5U2BjoW2yXcT1ciz9TD9slg8zZFnNnhRqRu/L2Q=,2023-05-16,172.64
GGc00q+AnqrUdZn1X+OgOub4/rrGjWDERbXVtSn3qfI=,2023-05-16,218.67
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2023-05-16,21.18
AiaPSoOT2gYWbxlFrQwOkrQE8ArQpAcv5QMaizK24TI=,2023-05-16,295.01
VNaQvuxSO6jn+XIL81EtR0NABOINwDriePv6hSWAe1Y=,2023-05-16,315.47
o6dVwZCSIjUKiNd+pQ5a4G+1/Qys/RQ4/t2lpIYc3EY=,2023-05-16,27.09
/FKPmuEc1fEgghfm2YceGlS17bE63tiJXu9mhFYPe7M=,2023-05-16,96.95
+DXo1NbvcxCvcGqpaaVE3orT4rXOdY65y1DysN2+748=,2023-05-16,57.97
SdVwOnQDQ8sZl/rFYYN2lFefVJlCJjBOotAbLb81Eh0=,2023-05-16,149.29
5wwmcu89VkkcnxxxsYcZtYG61wsZ9gw3uP5gZgpbBXU=,2023-05-16,41.0
j9XKmmczkKcvKp/7HMlFDrPQ4UGep95v048EN+tQbn4=,2023-05-16,100.71
pMxuYcNXGJWTLEfsNL9JFdtlmAKXrCISqLA+0erPOBM=,2023-05-16,213.37
E5VmexsmfRJaHjN6HPUXOwD6LZ7ghSstJlCywoRaUFM=,2023-05-16,137.37
NCwG9NJEnf8AKFH9u1MNw82cbjbXOCDJFO+fBUzseP4=,2023-05-16,11.77
vUZMS8RTi6cc2PJvUaCOlbl22aD0nRtYwVpVYFaG9y8=,2023-05-16,50.82
XjKdvsEin66xvw6l5PCQiuVVZBRvyyEm8Sbk3LAO/sg=,2023-05-16,58.34
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2023-05-16,69.17
jI0XqspqUFse3Umon5roy/1w/CIJ8wYE6U3vErk6aww=,2023-05-16,36.43
iYVyt2bxPRYDuVOf2RKY77MFEBZlMVCyh0mcmWGj5Ws=,2023-05-16,34.45
4qrlbva6UGChXJ/+YLcFAXHBk9RcAjxKKTUj0ujGA6o=,2023-05-16,2.3
2Vx+gA7MjOY3+A61gSG2FEP2nJNM9zovEiYGsuIPKxQ=,2023-05-16,170.46
p+ICAez93uZH8D+aFmUS6eUttbgRQZSMaOYr/4kOfLs=,2023-05-16,58.07
TEl4xA3lGs2OVrvtwo1oKFctRMFnEJnW4KBoubLv7Ug=,2023-05-16,199.86
P0zRJKbUQR5uHiC+jXEEXXRww4LdD2H+v/8gxsJY8Yc=,2023-05-16,275.5
73F1/QsLwyVVI9GQPYqwhOalK+HCfromV7JeRyoBIcs=,2023-05-16,54.78
hS1NGAKI5QuSiWlnwzfRwQNXbPMFrOtRs1CcpcWYpZE=,2023-05-16,181.03
WCirm33oiVYXfKor1nxa964j7g0CmoypCGh9f5eaVvk=,2023-05-16,84.51
dBEPmW5C1++EyoKhpNGpBkuH+IHLlIq/wuJCKhRQ6Q4=,2023-05-16,30.62
yIJcOOcH0HAZp6v1ASkQHAJHPIWOcEg/OWAJNCBum4A=,2024-01-27,688.17
jnAmvyMV5y5KsIJ+TyiuEg3q9hV/SiqYe/CvOymti+I=,2024-01-27,3.43
JN1XP/78Oq+aEBp9/KJDbW/LqlT8/FJyIbXPh3o94FM=,2024-01-27,119.0
x2bgX9wBgAhtYMF7IiDnfOEHbrLWgk4N3U5Ci/k+oAM=,2024-01-27,233.92
eyL0YdkwRo/xQ1agXa5HQD3hJQUh2SgSxuthIWYQYC4=,2024-01-27,18.71
xgCRwH9GETcvmfJTaakcyHlhDnmtdVXcPXHLauI8DZ0=,2024-01-27,131.75
L8tbxIUDTUrtyz1yhdllA3iJSbydH4AIdl9G+rCd/hE=,2024-01-27,29.5
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2024-01-27,7.14
XQuf+z3lRL+SWe+vKEvaY+Wb6SL9cjm0isWmTNIcx8s=,2024-01-27,110.27
lnpd9SmK1ukV9fOK4YvFJpUqW2jHOgTHyRdVDyj4L1c=,2024-01-27,264.06
rUBAtD8d16cyB2uyIHqlvWMiYwAB7LMvz4UUbsqN+uE=,2024-01-27,61.11
/oHGZ5GpXUbG4JgLqae7iEhDKalmSCWnodaA8gTAlgs=,2024-01-27,104.87
X1ga4t8dDFEWrM8KCHyMeHutn2s/B3f5ewGZ4tvTD34=,2024-01-27,68.81
BcJGLohy5XjUnqkdnnGKVXOCOdY3DZoS1QWu82SgWQI=,2024-01-27,176.42
5T7sBixEK/g8hpXdrL+OxTk5VQAYxDGTktWCsKLvpQg=,2024-01-27,52.31
A/tG5BbVqCYplcm69voA+au2DxEv0IKhRIriUQbnkh4=,2024-01-27,101.65
dg/FTKMNeBdK2hbHoQ6NQzpE8FfDytH80Bbzte0YsB8=,2024-01-27,128.9
TN5wikXz/GrcC056Z4bOyLw/EHsIny0BcpGy5k2XrGg=,2024-01-27,80.2
Bt0UDzBsRgyicv+vfvQXhcPM7SSvnDC7LwO0GASlPXU=,2024-01-27,590.89
N30Q+UrfzWLZYRvlikiVebSiPuHgKp8ZW2QOs4JsRFg=,2024-01-27,380.41
yRZNsf4xalsj1L49U1wbcDO1QVEkk+NGOQLXzgxSdJI=,2024-01-27,83.21
rzGUuvvpj4bsuD0Jt4UBxc1t3EZQDSKb79dp6ZXJQyI=,2024-01-27,103.57
raLR63IaVbdtPB5oIrzhXPlV36zNtvaO7khbgVUcOGY=,2024-01-27,149.85
zpJXme7ijrkwnVaPGrhvDGqJO6DO29gvgm8AuJyjqBI=,2024-01-27,390.84
3uPnqLizLZjCREIdGw/fC4UdsP8zECLhjFjKZRo1ZCc=,2024-01-27,35.88
h7Is9z+BVG62RDZTaNxtkFwi1pBTkZhvSb36HXXkNlY=,2024-01-27,290.02
UINAtreeQ8T2ViHY+fpp9i0qDsV5PEE/SFAA6rpQY58=,2024-01-27,53.74
uMMxm6bPZyMCSzEt01fF0vqOPEZjNzsWpR2HvM+gONU=,2024-01-27,213.64
P2KugqxYDU9VjxH9TYs9VC9fqez9zoTFttk/0mPj79U=,2024-01-27,32.07
eXY0OkBtLpF7pUrQfG4DWPq8GbYqe7eFwncq6Ojde20=,2024-01-27,132.12
YxhDhPOqTnEa+zP6BBsa3QU2QmEyADTanWtSn24klOM=,2024-01-27,218.22
fsKuQwKrtC1xPonD0D/Lgp31CXXB5hYmTfDvjbYt9k8=,2024-01-27,165.54
pFq/pzk03+krdnaymmww/p/KwA7yOzCGMCaD8WiG8Cw=,2024-01-27,63.69
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2024-01-27,10.47
sXjdYYOV7MHP3MZYGDwmAjAO1o1tvUHqOMJFeZs4h9E=,2024-01-27,4.72
HKGr8ni98Jiz4quq3/Eb9+R/Do+BzuTL+qiHbQcgqjM=,2024-01-27,46.93
2zzqi73/aHUDsBuYC7VJqeUVJd3Hho7xiFLJWIK5f5w=,2024-01-27,77.79
t12ava5KV/U+cxwfHR7lsO881lWOTlAm/VDPQjbBlhc=,2024-01-27,33.98
YxTMUX0v9LAbZjsEwQMdiaCuvgBeLOZy+pYDxN6q6bo=,2023-05-17,146.35
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2023-05-17,6.44
kp9bI9m9Vc+xhEs6xJY/Y/49tPUcXVB9GDL1/XySB6A=,2023-05-17,252.2
O9BqF1kexp9lt/+5M0dY9AsNhujvQxksPceiuc2COSM=,2023-05-17,168.21
CrJt6Gi1WyyDEsMnOJbBmwX8Z/KnTW9zWIUnTf4kZqI=,2023-05-17,37.08
wL/uOayz9ZCrE/EVBsnj+B0d0qG1A4nlSVCc9vel1Gc=,2023-05-17,17.07
