activity_date,user_id,inc_amt
2024-02-04,U1,36.21
2024-02-04,U1436,31.51
2024-02-04,U1025,10.18
2024-02-04,U1097,40.06
2023-05-25,U406,31.01
2024-02-05,U1681,30.77
2024-02-05,U845,32.97
2024-02-05,U810,35.64
2024-02-05,U382,30.1
2024-02-05,U1654,1.66
2024-02-05,U1643,68.5
2024-02-05,U540,42.18
2024-02-05,U1363,30.74
2024-02-05,U1534,23.73
2024-02-05,U1675,68.73
2024-02-05,U1397,20.11
2024-02-05,U1622,22.61
2024-02-05,U1651,23.76
2023-05-26,U547,30.63
2023-05-26,U528,31.9
2024-02-06,U1706,46.69
2024-02-06,U877,246.59
2024-02-06,U1329,20.53
2024-02-06,U377,40.98
2024-02-06,U854,51.83
2024-02-06,U421,42.81
2023-05-27,U421,55.13
2024-02-07,U828,32.21
2024-02-07,U1630,118.97
2024-02-07,U323,48.05
2024-02-07,U903,51.63
2024-02-07,U1708,32.26
2024-02-07,U1745,79.19
2024-02-07,U1724,6.65
2024-02-08,U705,122.05
2024-02-08,U937,43.51
2024-02-08,U1198,52.41
2024-02-08,U69,25.88
2024-02-08,U1760,49.69
2024-02-08,U1151,22.94
2024-02-08,U174,34.35
2024-02-08,U611,64.85
2024-02-08,U579,74.15
2023-05-29,U372,41.62
2023-05-29,U396,62.82
2023-05-29,U529,153.63
2023-05-29,U471,89.21
2024-02-09,U630,90.69
2024-02-09,U1782,59.13
2024-02-09,U1407,110.45
2024-02-09,U1249,20.33
2024-02-09,U1450,6.01
2024-02-09,U1248,24.98
2024-02-09,U1781,20.32
2024-02-09,U1439,10.11
2024-02-09,U1194,78.73
2024-02-09,U1805,33.75
2024-02-09,U439,105.07
2024-02-09,U790,31.51
2024-02-09,U1287,21.12
2024-02-09,U1485,41.37
2024-02-09,U1327,40.31
2024-02-09,U1338,31.93
2024-02-09,U1556,20.37
2023-05-30,U540,44.79
2024-02-10,U1085,33.77
2024-02-10,U798,46.85
2024-02-10,U1211,34.93
2024-02-10,U1525,45.18
2024-02-10,U796,32.14
2024-02-10,U1807,31.25
2024-02-10,U1392,23.35
2024-02-10,U587,41.41
2024-02-10,U1221,30.66
2024-02-10,U1660,132.66
2024-02-10,U1735,1.18
2024-02-11,U701,1.82
2024-02-11,U1378,12.9
2024-02-11,U1874,20.14
2024-02-11,U1109,52.67
2024-02-11,U836,48.97
2024-02-11,U854,59.38
2024-02-11,U1831,48.47
2024-02-11,U528,30.75
2024-02-11,U1554,30.26
2024-02-11,U540,48.62
2024-02-11,U1534,20.18
2024-02-11,U831,62.86
2023-06-01,U556,65.49
2024-02-12,U1489,11.43
2024-02-12,U1894,21.34
2024-02-12,U1164,40.0
2024-02-12,U1900,10.63
2024-02-12,U1905,40.85
2024-02-12,U1915,34.64
2024-02-12,U1392,20.25
2024-02-12,U1919,33.8
2024-02-12,U1851,13.47
2024-02-12,U1025,21.8
2024-02-12,U1909,23.36
2024-02-12,U1914,22.64
2024-02-12,U1921,49.51
2024-02-12,U1864,9.86
2024-02-12,U1892,29.3
2024-02-12,U372,45.59
2024-02-12,U847,21.54
2024-02-12,U382,67.68
2024-02-12,U517,94.19
2024-02-13,U227,39.17
2024-02-13,U1215,20.09
2024-02-13,U310,48.58
2023-06-03,U547,31.16
2024-02-14,U1963,55.66
2024-02-14,U1491,20.05
2023-06-04,U423,56.44
2023-06-04,U513,59.16
2024-02-15,U1983,27.05
2024-02-15,U625,99.51
2024-02-15,U1945,88.43
2024-02-15,U309,34.72
2024-02-15,U891,21.31
2024-02-15,U1970,35.75
2024-02-15,U1257,-32.0
2024-02-15,U1536,20.26
2024-02-16,U1235,31.87
2024-02-16,U2046,13.69
2024-02-16,U1909,6.17
2024-02-16,U1766,20.87
2024-02-16,U1956,15.33
2024-02-16,U743,220.47
2024-02-16,U1970,44.93
2024-02-16,U1198,47.78
2024-02-16,U1436,37.89
2024-02-16,U1194,62.49
2024-02-16,U2042,22.17
2024-02-16,U1939,15.98
2024-02-16,U1262,-16.0
2024-02-16,U2045,41.9
2024-02-17,U1109,38.91
2024-02-17,U1874,42.49
2024-02-17,U1669,58.32
2024-02-17,U903,43.51
2024-02-17,U2119,32.75
2024-02-17,U2111,47.99
2024-02-17,U942,37.38
2024-02-17,U2103,21.49
2024-02-17,U949,30.13
2024-02-17,U1221,42.38
2024-02-17,U1280,66.43
2024-02-17,U1485,54.3
2024-02-17,U1319,30.21
2024-02-17,U1409,39.89
2024-02-17,U957,57.99
2024-02-17,U2124,50.56
2024-02-18,U1257,-12.0
2024-02-18,U2145,31.15
2024-02-18,U2137,52.51
2023-06-08,U540,41.58
2024-02-19,U2162,32.1
2024-02-19,U525,68.65
2024-02-19,U796,34.54
2024-02-19,U540,46.87
2024-02-19,U2164,30.52
2024-02-19,U2177,29.97
2024-02-19,U1556,21.69
2024-02-19,U2157,63.88
2024-02-19,U2182,31.09
2024-02-19,U1504,63.34
2024-02-19,U2159,42.37
2023-06-09,U372,34.93
2023-06-09,U475,58.52
2024-02-20,U2181,71.16
2024-02-20,U2187,35.33
2024-02-20,U1257,-4.0
2024-02-21,U2076,30.4
2024-02-21,U2216,45.93
2024-02-22,U1708,63.47
2024-02-22,U1194,48.7
2024-02-22,U2228,82.78
2024-02-22,U790,76.76
2024-02-22,U2022,24.34
2024-02-23,U2243,30.21
2024-02-23,U1494,30.36
2024-02-23,U2251,35.64
2024-02-23,U1963,37.73
2024-02-23,U1320,208.08
2024-02-23,U1485,54.33
2024-02-23,U1507,13.47
2024-02-23,U2245,37.15
2024-02-23,U903,33.25
2024-02-24,U1390,54.43
2024-02-24,U1367,100.65
2024-02-24,U1534,36.3
2024-02-24,U1221,63.36
2024-02-24,U2269,42.75
2024-02-25,U2120,43.54
2024-02-25,U2278,32.66
2024-02-26,U2046,21.96
2024-02-26,U1874,53.93
2024-02-26,U2157,40.1
2024-02-27,U2311,31.45
2024-02-27,U625,67.71
2024-02-27,U2299,26.46
2024-02-27,U1869,48.18
2024-02-27,U1401,30.07
2024-02-27,U831,91.59
2024-02-28,U1744,105.7
2024-02-28,U2322,31.59
2024-02-28,U2323,67.36
2024-02-28,U227,33.28
2024-02-29,U489,111.39
2024-02-29,U552,55.47
2024-02-29,U2341,32.85
2024-02-29,U903,35.61
2024-02-29,U131,52.98
2024-02-29,U1630,59.51
2024-02-29,U1669,67.51
2024-02-29,U69,30.12
2024-02-29,U1067,34.42
2024-02-29,U471,56.32
2024-02-29,U176,26.14
2024-02-29,U245,31.98
2024-02-29,U2242,32.43
2024-02-29,U2330,21.02
2024-02-29,U1851,35.42
2024-02-29,U1109,39.93
2024-02-29,U1753,27.35
2024-03-01,U1518,37.86
2024-03-01,U152,58.45
2024-03-01,U1198,79.36
2024-03-01,U2328,21.29
2024-03-01,U765,68.46
2024-03-01,U2304,23.97
2024-03-01,U553,81.52
2024-03-01,U528,31.6
2024-03-01,U1436,41.4
2024-03-01,U2350,30.77
2024-03-01,U2185,25.2
2024-03-01,U924,70.48
2024-03-01,U790,35.73
2024-03-01,U529,54.1
2024-03-01,U2351,58.96
2024-03-02,U1378,11.44
2024-03-02,U2425,36.77
2024-03-02,U1582,21.91
2024-03-02,U2409,31.79
2024-03-02,U1814,50.62
2024-03-02,U2432,20.63
2024-03-02,U2428,56.59
2024-03-02,U774,31.59
2024-03-02,U1867,34.45
2024-03-02,U1221,50.04
2024-03-02,U2345,31.33
2024-03-02,U1686,8.0
2024-03-02,U782,159.8
2024-03-03,U2446,-4.0
2024-03-03,U1708,53.47
2024-03-03,U1485,52.94
2024-03-03,U1118,21.21
2024-03-03,U2445,40.69
2024-03-03,U1257,-16.0
2024-03-03,U626,30.17
2024-03-03,U2228,56.21
2024-03-03,U1268,59.84
2024-03-03,U2346,60.54
2024-03-03,U2448,45.52
2024-03-03,U2440,20.02
2024-03-03,U2390,17.06
2024-03-03,U2444,24.87
2024-03-03,U2441,23.65
2024-03-03,U1235,42.02
2024-03-03,U2434,20.08
2024-03-03,U2164,46.1
2024-03-03,U2217,46.91
2024-03-03,U2,96.11
2024-03-04,U1097,42.43
2024-03-04,U2462,31.35
2024-03-04,U2299,20.91
2024-03-04,U2238,51.85
2024-03-04,U2348,26.28
2024-03-04,U2454,47.23
2024-03-04,U788,157.91
2024-03-04,U2137,46.79
2024-03-04,U1651,33.17
2024-03-04,U931,21.56
2024-03-04,U2459,2.65
2024-03-05,U2490,46.62
2024-03-05,U2492,45.5
2024-03-05,U2482,46.93
2024-03-05,U2493,24.59
2024-03-06,U2242,21.54
2024-03-06,U1494,12.93
2024-03-06,U2506,40.34
2024-03-06,U2498,49.88
2024-03-07,U2527,23.17
2024-03-07,U924,54.8
2024-03-07,U2522,31.84
2024-03-07,U1504,47.74
2024-03-07,U2338,35.02
2024-03-07,U471,32.11
2024-03-07,U1194,63.95
2024-03-07,U2521,53.19
2024-03-07,U2528,48.71
2024-03-07,U831,85.73
2024-03-07,U2041,37.79
2024-03-07,U2330,20.19
2024-03-07,U489,79.89
2024-03-08,U23,71.93
2024-03-08,U2157,59.9
2024-03-08,U2328,44.53
2024-03-08,U2536,32.44
2024-03-08,U2159,4.85
2024-03-08,U2164,37.4
2024-03-08,U1963,99.24
2024-03-08,U1257,-12.0
2024-03-08,U2541,57.27
2024-03-08,U471,19.57
2023-06-27,U489,76.33
2024-03-09,U1257,-14.0
2024-03-09,U2557,20.65
2024-03-09,U858,30.61
2024-03-09,U2446,-4.0
2024-03-09,U2566,73.54
2024-03-09,U1221,49.43
2024-03-09,U372,64.91
2024-03-09,U2346,54.98
2024-03-09,U949,32.6
2024-03-09,U14,28.33
2024-03-09,U1499,61.71
2024-03-09,U2502,22.54
2024-03-09,U891,20.98
2024-03-09,U743,161.01
2023-06-28,U528,39.41
2024-03-10,U2220,38.13
2024-03-10,U2444,21.95
2024-03-10,U2584,16.05
2024-03-10,U2246,10.77
2024-03-10,U2592,33.44
2024-03-10,U2462,36.86
2024-03-10,U540,74.6
2024-03-10,U2507,130.43
2024-03-10,U1257,-4.0
2024-03-10,U337,33.44
2023-06-29,U529,182.28
2023-06-29,U493,51.3
2023-06-29,U471,41.82
2024-03-11,U1708,34.3
2024-03-11,U2617,20.26
2024-03-11,U1002,48.23
2024-03-11,U179,23.12
2024-03-11,U2615,20.37
2024-03-11,U2616,42.43
2023-06-30,U452,50.05
2024-03-12,U552,132.81
2024-03-12,U2345,30.04
2024-03-12,U2647,51.98
2024-03-12,U2076,31.98
2024-03-12,U1982,119.07
2024-03-12,U2620,82.57
2024-03-13,U1338,42.91
2024-03-13,U2484,22.39
2024-03-13,U2299,33.63
2023-07-02,U500,40.88
2023-07-02,U131,73.04
2024-03-14,U2672,55.87
2024-03-14,U2218,27.52
2023-07-03,U475,38.86
2024-03-15,U2701,80.81
2024-03-15,U2706,158.03
2024-03-15,U2682,23.79
2024-03-15,U2688,21.26
2024-03-15,U626,27.27
2024-03-15,U1109,56.2
2024-03-15,U1621,30.16
2024-03-15,U903,16.93
2024-03-15,U854,56.28
2024-03-15,U2328,56.51
2024-03-15,U2684,42.57
2024-03-15,U625,94.97
2024-03-15,U2667,29.01
2024-03-15,U2687,22.95
2023-07-04,U556,69.23
2024-03-16,U924,72.75
2024-03-16,U2413,1.89
2024-03-16,U2715,41.76
2024-03-16,U2710,34.3
2024-03-16,U2763,123.31
2024-03-16,U2615,20.29
2024-03-16,U774,40.98
2024-03-16,U2446,-4.0
2024-03-16,U2716,36.57
2024-03-16,U2756,31.23
2024-03-16,U2569,24.45
2024-03-16,U1319,30.72
2024-03-16,U2654,22.88
2024-03-16,U2759,47.44
2024-03-16,U2164,30.21
2024-03-16,U2705,160.8
2024-03-16,U1630,45.93
2024-03-16,U2751,39.26
2024-03-16,U1221,54.13
2024-03-17,U2580,21.55
2024-03-17,U1499,31.78
2024-03-17,U2789,91.9
2024-03-17,U2794,20.04
2024-03-17,U2774,10.11
2024-03-17,U1456,25.7
2024-03-17,U2603,0.02
2024-03-17,U2022,21.46
2024-03-17,U449,103.38
2024-03-17,U1914,37.74
2024-03-17,U514,50.16
2024-03-17,U2620,34.53
2024-03-17,U619,34.24
2024-03-17,U2780,22.03
2024-03-18,U1378,-2.5
2024-03-18,U403,82.74
2024-03-18,U2490,44.51
2024-03-18,U2181,67.73
2024-03-18,U2330,30.99
2024-03-18,U1399,51.96
2024-03-18,U1118,22.29
2024-03-18,U2536,63.76
2024-03-18,U1504,52.43
2024-03-18,U1280,60.04
2024-03-18,U540,45.88
2023-07-07,U493,36.14
2024-03-19,U2369,22.62
2024-03-19,U2482,31.66
2024-03-19,U1409,39.35
2024-03-19,U2647,106.51
2024-03-19,U312,30.51
2024-03-19,U2228,60.77
2024-03-19,U2837,24.38
2024-03-19,U1338,33.59
2024-03-19,U1166,86.77
2024-03-19,U2541,78.9
2024-03-19,U1394,23.53
2023-07-08,U569,53.68
2024-03-20,U2845,37.48
2024-03-20,U2675,20.91
2024-03-20,U2859,45.9
2024-03-20,U2855,30.29
2024-03-20,U2688,20.12
2023-07-09,U552,28.99
2024-03-21,U2432,60.63
2024-03-21,U489,82.43
2024-03-21,U2824,3.71
2024-03-21,U1505,64.25
2024-03-21,U2473,70.44
2024-03-21,U2187,38.6
2024-03-21,U2346,93.42
2024-03-21,U854,33.62
2024-03-21,U1708,44.13
2024-03-21,U2428,105.1
2024-03-21,U2548,20.22
2024-03-21,U2634,11.64
2024-03-22,U1474,33.13
2024-03-22,U2568,23.46
2024-03-22,U2916,31.29
2024-03-22,U1534,48.69
2024-03-22,U1219,33.5
2024-03-22,U2921,55.85
2024-03-22,U1097,40.23
2024-03-22,U2915,8.77
2024-03-22,U2918,30.39
2024-03-22,U1867,36.85
2024-03-22,U2900,30.25
2024-03-22,U2920,20.75
2024-03-22,U1367,74.87
2024-03-22,U1630,49.7
2024-03-22,U2919,78.53
2024-03-22,U2580,24.5
2024-03-22,U2137,51.76
2024-03-23,U1894,37.87
2024-03-23,U2701,50.59
2024-03-23,U372,44.92
2024-03-23,U2434,44.97
2024-03-23,U2937,35.54
2024-03-23,U687,37.92
2024-03-23,U2890,24.94
2024-03-23,U768,30.19
2024-03-23,U2462,40.98
2024-03-23,U1150,20.6
2024-03-23,U131,57.29
2024-03-23,U517,92.74
2024-03-23,U2947,-4.0
2024-03-23,U2943,84.16
2024-03-23,U1221,62.71
2024-03-23,U2182,33.97
2024-03-23,U2939,58.04
2023-07-12,U1,60.65
2024-03-24,U1699,0.6
2024-03-24,U2962,102.94
2024-03-24,U2562,68.76
2024-03-24,U2246,30.88
2024-03-24,U2148,45.91
2024-03-24,U1268,79.99
2024-03-24,U903,31.48
2024-03-24,U2966,21.02
2024-03-24,U2242,30.56
2024-03-24,U2164,41.66
2024-03-25,U1699,0.6
2024-03-25,U2171,23.26
2024-03-25,U2709,35.2
2024-03-25,U1528,57.65
2024-03-25,U2546,30.31
2024-03-25,U1194,151.8
2024-03-25,U2873,88.27
2024-03-25,U1390,34.81
2024-03-25,U2999,53.13
2024-03-25,U2620,102.59
2024-03-25,U1309,44.8
2024-03-25,U540,61.27
2023-07-14,U528,31.49
2023-07-14,U514,76.83
2023-07-14,U540,46.47
2023-07-14,U574,126.27
2024-03-26,U3028,40.53
2024-03-26,U2824,20.29
2024-03-26,U2937,34.45
2024-03-26,U1699,15.9
2024-03-26,U1257,4.12
2024-03-26,U3003,20.27
2023-07-15,U377,37.4
2024-03-27,U3035,19.53
2024-03-27,U3056,22.72
2024-03-27,U3051,33.75
2024-03-27,U3019,34.35
2024-03-27,U3034,21.94
2023-07-16,U552,61.6
2023-07-16,U312,52.62
2024-03-28,U3062,49.42
2024-03-28,U2667,63.74
2024-03-28,U314,34.93
2024-03-28,U1474,27.87
2024-03-28,U2309,20.1
2024-03-28,U2548,21.81
2024-03-28,U625,82.57
2024-03-28,U2185,20.07
2024-03-28,U2543,15.12
2024-03-28,U489,110.16
2023-07-17,U536,99.04
2023-07-17,U372,42.52
2024-03-29,U2273,21.02
2024-03-29,U2502,5.52
2024-03-29,U309,30.23
2024-03-29,U2705,69.47
2024-03-29,U2568,20.85
2024-03-29,U3071,57.28
2024-03-29,U924,58.52
2024-03-29,U836,31.25
2024-03-29,U471,61.0
2024-03-29,U1499,46.36
2024-03-29,U1248,37.17
2024-03-29,U782,114.06
2024-03-29,U2220,27.95
2024-03-29,U1347,57.2
2024-03-29,U2164,31.24
2024-03-29,U174,35.23
2024-03-30,U942,32.92
2024-03-30,U2408,18.52
2024-03-30,U2626,52.32
2024-03-30,U1686,67.56
2024-03-30,U3083,55.54
2024-03-30,U3081,39.72
2024-03-30,U1319,50.37
2024-03-30,U1118,30.34
2024-03-30,U2182,60.89
2024-03-30,U1221,60.9
2024-03-30,U1394,27.86
2024-03-30,U619,37.72
2024-03-30,U620,64.3
2024-03-30,U2218,37.72
2024-03-30,U3086,22.64
2024-03-31,U1928,20.3
2024-03-31,U2933,21.56
2024-03-31,U2076,50.73
2024-03-31,U1085,30.95
2024-03-31,U1844,32.45
2024-03-31,U2653,45.47
2024-03-31,U3021,40.07
2024-03-31,U1,139.17
2024-03-31,U2948,38.76
2024-03-31,U1194,59.52
2024-03-31,U3090,20.25
2024-03-31,U1929,44.68
2024-03-31,U552,58.7
2024-03-31,U461,36.46
2024-03-31,U3088,28.81
2024-03-31,U2873,73.6
2024-04-01,U1919,49.05
2024-04-01,U3119,27.86
2024-04-01,U3136,44.36
2024-04-01,U3129,75.44
2024-04-01,U2967,30.88
2024-04-01,U2979,47.54
2024-04-01,U3107,38.34
2024-04-01,U3110,72.15
2024-04-01,U957,38.64
2024-04-01,U1320,209.08
2024-04-01,U2187,42.78
2024-04-01,U3068,21.59
2024-04-01,U3108,20.48
2024-04-01,U2890,34.07
2024-04-01,U3132,22.3
2024-04-01,U2701,47.21
2024-04-01,U1378,-2.5
2024-04-01,U3137,31.28
2024-04-01,U3144,21.13
2024-04-01,U2603,31.25
2024-04-01,U3128,33.61
2024-04-01,U1582,26.34
2024-04-01,U2444,25.93
2024-04-02,U3119,21.75
2024-04-02,U1867,72.61
2024-04-02,U1187,23.86
2024-04-02,U2915,30.03
2024-04-02,U831,49.91
2024-04-03,U2413,0.65
2024-04-03,U3169,9.29
2024-04-03,U514,48.55
2024-04-03,U891,30.85
2024-04-03,U2434,40.03
2024-04-03,U1456,42.62
2024-04-03,U3164,90.22
2023-07-23,U540,34.47
2023-07-23,U471,76.25
2023-07-23,U131,41.83
2024-04-04,U2568,30.1
2024-04-04,U2667,41.84
2024-04-04,U3192,30.25
2024-04-04,U3051,33.08
2024-04-04,U3111,20.2
2024-04-04,U2472,47.52
2024-04-04,U3165,46.04
2024-04-04,U3175,30.82
2024-04-04,U2346,83.72
2024-04-04,U2548,46.84
2024-04-04,U1669,89.38
2024-04-04,U1474,27.04
2024-04-04,U3128,30.34
2024-04-04,U2490,54.01
2024-04-04,U2682,20.26
2024-04-04,U924,49.09
2024-04-04,U903,30.48
2023-07-24,U2,39.9
2023-07-24,U529,196.1
2023-07-24,U396,109.55
2023-07-24,U576,46.35
2023-07-24,U372,74.28
2024-04-05,U1696,14.16
2024-04-05,U2939,49.9
2024-04-05,U3226,13.17
2024-04-05,U1369,45.09
2024-04-05,U1928,21.64
2024-04-05,U3033,33.45
2024-04-05,U2774,10.5
2024-04-05,U2164,30.02
2024-04-05,U3230,20.64
2024-04-05,U3092,21.73
2024-04-05,U3178,16.05
2024-04-05,U774,37.54
2024-04-05,U626,27.4
2024-04-05,U3212,21.27
2024-04-05,U1744,65.54
2024-04-05,U2343,96.36
2024-04-05,U743,120.06
2024-04-05,U3235,30.96
2024-04-05,U1257,4.01
2024-04-05,U790,49.7
2024-04-05,U1258,-4.0
2024-04-05,U3234,164.79
2024-04-05,U3225,33.33
2023-07-25,U552,30.84
2024-04-06,U3268,1.99
2024-04-06,U2943,85.37
2024-04-06,U540,52.28
2024-04-06,U2502,33.71
2024-04-06,U3248,20.02
2024-04-06,U1221,82.59
2024-04-06,U2831,35.59
2024-04-06,U3260,21.2
2024-04-06,U2690,0.31
2024-04-06,U3113,21.9
2024-04-06,U2715,32.66
2024-04-06,U245,65.37
2024-04-06,U3264,48.72
2024-04-06,U2351,61.2
2024-04-06,U2900,43.11
2024-04-06,U1109,38.83
2023-07-26,U174,37.89
2024-04-07,U2041,30.22
2024-04-07,U2492,35.71
2024-04-07,U2962,75.63
2024-04-07,U1708,63.52
2024-04-07,U372,47.3
2024-04-07,U687,52.12
2024-04-07,U3315,47.14
2024-04-07,U2242,20.89
2024-04-07,U3318,22.7
2024-04-07,U2873,63.18
2024-04-07,U3302,32.9
2024-04-07,U3287,30.87
2024-04-07,U1499,50.47
2024-04-07,U3021,34.83
2024-04-07,U3323,30.61
2024-04-07,U2022,30.26
2024-04-07,U2446,27.4
2024-04-07,U1844,20.0
2024-04-07,U2597,34.73
2024-04-07,U1534,64.88
2023-07-27,U569,57.5
2023-07-27,U461,62.09
2024-04-08,U2309,20.01
2024-04-08,U2861,34.01
2024-04-08,U3248,21.46
2024-04-08,U3356,38.28
2024-04-08,U2204,0.49
2024-04-08,U3353,20.21
2024-04-08,U3245,13.61
2024-04-08,U3218,6.39
2024-04-08,U2937,50.08
2024-04-08,U2629,6.0
2024-04-08,U803,43.12
2024-04-08,U2921,42.22
2024-04-08,U3119,31.01
2024-04-08,U3313,23.16
2024-04-08,U3336,42.23
2024-04-08,U3088,24.84
2024-04-08,U3110,52.96
2023-07-28,U154,31.95
2023-07-28,U578,157.61
2024-04-09,U2687,21.45
2024-04-09,U3390,25.36
2024-04-09,U2634,30.73
2024-04-09,U3393,24.1
2024-04-09,U2159,11.71
2024-04-09,U3392,30.33
2024-04-09,U3034,26.53
2024-04-09,U3276,11.73
2024-04-09,U3369,79.72
2024-04-09,U3389,35.52
2024-04-09,U1445,20.13
2024-04-09,U3214,3.02
2024-04-10,U1928,31.97
2024-04-10,U2273,20.13
2024-04-10,U1512,125.87
2024-04-10,U2824,30.61
2024-04-10,U625,119.08
2024-04-10,U2328,43.9
2024-04-10,U3386,20.71
2024-04-10,U1338,33.24
2024-04-10,U3234,200.33
2024-04-10,U1219,37.51
2024-04-10,U1194,122.34
2024-04-10,U2831,36.54
2022-11-16,U1,84.37
2023-07-30,U529,71.93
2024-04-11,U1018,45.37
2024-04-11,U1194,30.24
2024-04-11,U2615,26.3
2024-04-11,U3452,24.5
2024-04-11,U3352,21.41
2024-04-11,U2672,33.06
2024-04-11,U1582,45.7
2024-04-11,U2580,32.16
2024-04-11,U3434,20.57
2024-04-11,U2346,57.97
2024-04-11,U3189,9.59
2024-04-11,U790,60.33
2024-04-11,U2218,55.11
2024-04-11,U3435,31.41
2024-04-11,U174,43.17
2024-04-11,U3209,24.07
2024-04-11,U3083,53.95
2024-04-11,U3433,2.8
2024-04-11,U2011,20.51
2024-04-11,U2597,37.21
2024-04-11,U1919,71.05
2024-04-11,U3233,30.32
2024-04-11,U1970,66.54
2024-04-11,U1249,32.47
2024-04-11,U489,116.52
2024-04-11,U1979,30.74
2024-04-11,U1708,42.27
2024-04-11,U3454,1.48
2024-04-11,U2228,62.97
2024-04-11,U3432,31.3
2024-04-11,U903,41.71
2024-04-11,U2915,24.39
2022-11-17,U56,32.9
2023-07-31,U580,38.79
2024-04-12,U3089,0.2
2024-04-12,U2667,31.28
2024-04-12,U2148,26.6
2024-04-12,U2948,83.69
2024-04-12,U2413,10.79
2024-04-12,U3461,23.42
2024-04-12,U3209,55.12
2024-04-12,U3467,32.14
2024-04-12,U14,92.85
2024-04-12,U2432,105.98
2024-04-12,U3476,43.4
2024-04-12,U1324,39.43
2024-04-12,U1630,36.08
2024-04-12,U3459,43.62
2024-04-12,U1753,52.69
2024-04-12,U3489,29.94
2024-04-12,U3490,0.02
2024-04-12,U3108,20.72
2024-04-12,U3496,62.52
2024-04-12,U1841,33.56
2024-04-12,U3003,28.81
2024-04-12,U3475,21.65
2024-04-12,U3481,107.89
2024-04-12,U3332,80.37
2022-11-18,U59,39.63
2022-11-18,U2,51.27
2024-04-13,U3320,32.24
2024-04-13,U3360,32.09
2024-04-13,U3334,30.28
2024-04-13,U3499,39.9
2024-04-13,U3511,129.36
2024-04-13,U1851,30.42
2024-04-13,U2701,36.41
2024-04-13,U2309,20.08
2024-04-13,U3461,51.04
2024-04-13,U3132,31.79
2024-04-13,U2966,2.54
2024-04-13,U3347,45.62
2024-04-13,U3543,20.24
2024-04-13,U1166,110.62
2024-04-13,U1221,65.59
2024-04-13,U2687,32.96
2024-04-13,U2933,30.3
2024-04-13,U1445,81.87
2024-04-13,U1164,81.65
2024-04-13,U2185,30.44
2024-04-13,U3128,40.51
2024-04-13,U2343,24.82
2024-04-13,U3248,30.16
2024-04-13,U2909,22.36
2024-04-13,U2774,20.32
2024-04-13,U3531,32.84
2024-04-13,U3513,23.91
2024-04-13,U2177,34.32
2024-04-13,U2626,48.2
2024-04-13,U3522,21.47
2024-04-13,U2780,21.05
2024-04-13,U2682,31.36
2024-04-13,U3470,32.66
2024-04-13,U2182,34.07
2024-04-13,U2861,32.22
2024-04-13,U1940,81.71
2022-11-19,U63,40.07
2024-04-14,U1257,-12.0
2024-04-14,U1369,-2.5
2024-04-14,U3389,54.02
2024-04-14,U2246,16.68
2024-04-14,U3086,20.27
2024-04-14,U3245,7.01
2024-04-14,U3548,58.04
2024-04-14,U3576,60.69
2024-04-14,U2967,61.75
2024-04-14,U3554,34.27
2024-04-14,U3087,36.83
2024-04-14,U3549,86.42
2024-04-14,U3575,32.03
2024-04-14,U3336,121.83
2024-04-14,U540,61.73
2024-04-14,U2124,88.89
2024-04-14,U2568,30.76
2024-04-14,U3563,62.69
2024-04-14,U3580,68.28
2024-04-14,U2873,68.97
2024-04-14,U2620,37.16
2024-04-14,U3403,33.02
2024-04-14,U3569,38.46
2024-04-14,U891,42.36
2024-04-14,U3165,29.93
2024-04-14,U2541,171.83
2024-04-14,U3313,53.81
2024-04-14,U528,31.86
2022-11-20,U64,51.23
2023-08-03,U6,34.77
2022-11-21,U50,44.26
2023-08-04,U396,59.8
2023-08-04,U553,98.34
2023-08-04,U528,30.05
2023-08-04,U69,33.56
2024-04-16,U1327,35.56
2024-04-16,U1928,32.3
2024-04-16,U3166,20.14
2022-11-22,U9,30.76
2023-08-05,U584,47.93
2023-08-05,U131,41.15
2024-04-17,U1347,69.04
2024-04-17,U2164,30.46
2024-04-17,U3625,36.26
2024-04-17,U3512,41.95
2023-08-06,U540,43.92
2023-08-06,U529,113.55
2024-04-18,U2667,35.05
2024-04-18,U924,61.52
2024-04-18,U309,30.95
2024-04-18,U471,32.77
2024-04-18,U1505,69.07
2024-04-18,U903,30.46
2024-04-18,U2709,31.24
2024-04-18,U3647,31.41
2024-04-18,U2181,73.26
2024-04-18,U1032,51.05
2024-04-18,U489,59.07
2024-04-18,U1919,33.59
2024-04-18,U3648,56.14
2024-04-18,U3644,56.42
2024-04-18,U3083,65.41
2022-11-24,U67,77.03
2023-08-07,U552,93.82
2023-08-07,U580,30.79
2023-08-07,U471,45.93
2024-04-19,U2126,1.64
2024-04-19,U931,73.67
2024-04-19,U803,30.42
2024-04-19,U2543,8.89
2024-04-19,U1744,40.08
2024-04-19,U3661,87.02
2024-04-19,U1097,44.99
2024-04-19,U1708,32.3
2024-04-19,U2522,30.56
2024-04-19,U790,85.37
2024-04-19,U3620,27.64
2024-04-19,U2348,29.02
2024-04-19,U1867,36.28
2024-04-19,U3497,54.89
2024-04-19,U1369,4.5
2024-04-19,U2654,30.87
2024-04-19,U552,101.87
2024-04-19,U774,41.57
2022-11-25,U69,62.12
2022-11-25,U70,140.33
2022-11-25,U26,59.31
2024-04-20,U1440,52.44
2024-04-20,U1257,-8.0
2024-04-20,U2273,31.92
2024-04-20,U1221,58.46
